id,budget,popularity,runtime,revenue,month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
1614,50000000,9.930325999999999,130.0,38955598,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1615,19000000,10.187278,93.0,40846082,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1616,30000000,11.589835,112.0,210819611,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1617,18000000,6.303383999999999,122.0,11500000,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1618,0,10.107677,95.0,3537961,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1619,891000,0.17924600000000002,89.0,229000,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,43000000,10.536255,136.0,80049764,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1621,55000000,15.178338,134.0,127600435,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1622,662141,1.2334459999999998,98.0,1606624,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1623,400000,0.218588,97.0,43719,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,0,4.071187,122.0,460226,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1625,85000000,14.048694,93.0,252712101,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1626,45000000,13.530029999999998,105.0,73762516,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1627,0,4.494016,102.0,540152,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1628,0,2.738,105.0,28400000,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1629,1800000,6.694959,104.0,41158757,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1630,0,0.26912600000000003,116.0,170832,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1631,260000000,39.186819,149.0,604942143,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1632,15000000,9.895652,107.0,34533783,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1633,3000000,1.412333,73.0,19010585,12,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1634,30000000,7.554848,84.0,133949270,7,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1635,7000000,11.789813,119.0,200182160,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1636,30000000,4.655727,101.0,13273595,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1637,0,4.1132599999999995,93.0,1697294,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1638,25000000,6.851628,92.0,4152230,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1639,0,8.271179,129.0,30231200,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1640,17000000,5.772293,101.0,78247647,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,4600000,4.342418,186.0,25000000,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1642,4500000,7.522655,86.0,1261000,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1643,110000000,17.159576,119.0,333011068,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1644,61000000,41.225769,132.0,311256926,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,1000000,7.666558,129.0,34522221,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1646,0,4.13905,144.0,3692836,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1647,20000000,17.136672,104.0,35739755,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,15000000,15.388875,100.0,78054825,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1649,500000,0.321515,95.0,10300,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1650,7000000,7.738924000000001,106.0,2697930,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1651,1400000,12.063080000000001,138.0,63463,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1652,0,9.206356,107.0,21890845,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1653,5000000,1.5647739999999999,100.0,4710749,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1654,20000000,9.502332000000001,98.0,11341016,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1655,0,1.322781,107.0,1261947,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,22000000,13.966833,121.0,12000000,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1657,18000000,4.19356,141.0,62000000,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1658,12500000,9.543004,100.0,49002684,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1659,0,1.7739630000000002,86.0,83398,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1660,20000000,1.057387,93.0,8178569,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1661,4000000,12.410427,136.0,13275000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1662,14000000,5.355452,126.0,35856053,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1663,360000,1.345165,113.0,36000000,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1664,25000000,10.932786,94.0,15502112,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1665,48000000,8.781588000000001,93.0,90383208,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1666,16400000,19.905716,129.0,235860116,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1667,18000000,11.720358000000001,127.0,5887457,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1668,0,8.513889,104.0,596349,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1669,700000,9.47666,171.0,7830611,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,2000000,8.367858,89.0,58510,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1671,20000000,11.11946,116.0,24145613,10,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1672,15000000,12.860385,101.0,24769466,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1673,10000000,7.676017,100.0,66821036,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1674,185000000,123.167259,152.0,1004558444,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1675,28000000,5.715737,90.0,77516304,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1676,20000000,9.059459,94.0,7237794,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1677,1900000,1.075939,104.0,2070806,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1678,25000000,8.383246,120.0,24902723,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1679,8500000,10.990614,107.0,770706,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1680,60000,14.838385999999998,81.0,248000000,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1681,180000,7.523517,89.0,900000,8,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1682,16000000,3.859495,127.0,81452156,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1683,11000000,7.715908,81.0,13276953,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,0,0.000308,105.0,1878561,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1685,2153912,0.334881,83.0,4864560,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1686,60000000,11.131917,124.0,159330280,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1687,3000000,6.09018,133.0,9012000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1688,0,1.437622,79.0,1718328,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1689,41000000,12.929653,105.0,91636986,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,0,0.326486,98.0,457163,9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1691,0,10.001517,108.0,5240,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,7000000,12.61469,98.0,60611975,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1693,20000000,0.69162,98.0,2297493,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,5000000,5.147819,89.0,42000000,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1695,521873,1.6687939999999999,127.0,1013926,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1696,34000000,228.032744,113.0,224511319,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,0,6.5864009999999995,115.0,5000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1698,0,5.8603190000000005,132.0,21621000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1699,50000000,10.563152,124.0,120081841,12,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1700,20000000,18.006895999999998,105.0,117760134,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1701,0,9.968395,135.0,7286388,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1702,0,1.7846819999999999,77.0,7424,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,0,2.0833180000000002,86.0,64227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1704,3837625,0.7496649999999999,103.0,3867000,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,42000000,10.174298,100.0,89162162,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1706,0,1.2106270000000001,108.0,7218340,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1707,0,10.847383,141.0,5800000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1708,20000000,4.444724,101.0,17432163,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1709,120000000,5.458387,121.0,48668907,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1710,45000000,9.875573,95.0,56070433,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1711,15000000,7.390012,130.0,42724017,12,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1712,1000000,6.107378,87.0,9318,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1713,50000000,6.572049000000001,99.0,8342132,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1714,0,11.485472999999999,115.0,101191884,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1715,5000000,1.629796,80.0,2091037,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,152000000,146.161786,140.0,369907963,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1717,0,5.435993,96.0,5101756,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1718,120000000,10.246549,102.0,242688965,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1719,3347850,2.906503,108.0,1248748,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,4437508,3.7790769999999996,155.0,2804874,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1721,0,5.773276999999999,117.0,85313124,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1722,94000000,5.310558,116.0,54744738,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,40000000,9.832342,93.0,51070807,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1724,120000000,17.246484,100.0,167977596,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1725,0,9.590695,128.0,27634716,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1726,45000000,7.2880460000000005,95.0,124914842,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,14000000,6.892056,91.0,39673161,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1728,8000000,11.23915,92.0,10848783,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,10000000,6.452069,102.0,3665069,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1730,5200000,1.8911380000000002,163.0,13000000,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1731,4000000,10.067238,90.0,1440000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1732,3900000,0.5620970000000001,199.0,4900000,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1733,5500000,1.250293,140.0,47000000,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1734,25000000,6.710597999999999,105.0,34100000,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1735,40000000,13.043999000000001,118.0,244527583,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1736,63000000,8.863776,127.0,920100000,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1737,5000000,5.957998,121.0,23507567,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1738,2000000,2.812182,90.0,120620,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1739,0,9.64078,112.0,46434570,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,38000000,6.456233,98.0,122417389,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1741,0,5.6696599999999995,119.0,26079312,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1742,15000000,1.158196,111.0,163169,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1743,30000000,9.128905,105.0,25480490,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1744,48000000,7.198455,104.0,20915465,5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1745,50000000,17.887943,141.0,83719388,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1746,6400000,19.293561999999998,108.0,78371200,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1747,750000,1.5000129999999998,98.0,4000000,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1748,9000000,9.202416,84.0,18663238,8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1749,0,2.033354,86.0,666045,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,5000000,4.2066550000000005,119.0,26144,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1751,1000000,2.709403,109.0,6933459,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1752,17820000,9.482248,94.0,14054361,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,50000000,12.508517999999999,99.0,16671505,7,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1754,0,1.8128990000000003,99.0,20666,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1755,2,2.466066,95.0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1756,14000000,0.964715,94.0,9216,8,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0
1757,0,1.528202,108.0,88658655,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1758,1300000,0.044561,135.0,639000,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1759,0,3.3672760000000004,96.0,718490,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1760,130000000,14.89499,120.0,276572938,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1761,290000,0.140491,85.0,596000,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1762,190000000,27.275686999999998,137.0,1506249360,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,2600000,13.233262,93.0,119500000,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1764,250000,8.168455999999999,68.0,2500000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1765,3000000,8.851646,161.0,27200000,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1766,0,4.290624,120.0,14631377,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1767,0,0.371679,158.0,1486992,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1768,0,2.345336,91.0,8533973,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,16000000,7.108555,87.0,76514050,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1770,0,11.443544000000001,73.0,7900000,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1771,0,11.002046,115.0,7025496,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1772,13400000,1.223071,100.0,16700000,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1773,65000000,17.015539,104.0,262797249,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1774,0,10.752519,98.0,1133031,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1775,35000000,7.790139999999999,122.0,74558115,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1776,5000000,14.970485,97.0,9114264,9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1777,1070000,0.170074,95.0,570000,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1778,3000000,2.850011,89.0,13308,9,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1779,35000000,6.966505000000001,110.0,17508518,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1780,14600000,12.989627,101.0,70906973,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1781,5000000,12.158424,110.0,110000000,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1782,18000000,6.971611,80.0,5602431,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1783,6000000,11.186981,105.0,1305195,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1784,97000000,54.581996999999994,137.0,616801808,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1785,11000000,10.3919,118.0,10032765,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1786,0,0.626528,105.0,268431,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1787,0,1.53188,103.0,94633,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1788,0,4.782755,101.0,382267,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1789,11000000,23.37742,117.0,104931801,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1790,2500000,11.591462,119.0,11403529,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1791,5000000,5.830675,99.0,19905359,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1792,2159280,8.651053,80.0,15298355,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1793,7000000,5.5529459999999995,112.0,8349430,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1794,0,7.970312,145.0,25461,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1795,10831173,4.480723,106.0,10654385,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1796,13360000,8.717661,118.0,2000000,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1797,55000000,13.776067999999999,134.0,95000000,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1798,20000000,9.188583,113.0,208588,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1799,5000000,6.370495,113.0,34725000,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1800,0,14.38601,129.0,66995253,9,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1801,5,0.0018800000000000002,141.0,135,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1802,3500000,0.556435,90.0,9247881,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,30000000,10.596719,107.0,42886719,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,2500,0.40475300000000003,78.0,15425,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1805,3800000,8.070589,126.0,4307000,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1806,0,10.274376,112.0,33461269,8,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1807,14000000,5.113573000000001,149.0,46495,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1808,4000000,7.274236999999999,115.0,10785801,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1809,0,1.5120129999999998,150.0,217201,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1810,135000000,11.72545,134.0,163794509,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1811,0,5.337351,111.0,2293798,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1812,200000000,20.818907,109.0,435000000,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1813,0,11.106753999999999,121.0,14393902,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,0,5.917685,86.0,47301471,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
1815,2700000,0.677253,117.0,4635143,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,48000000,8.338222,147.0,207515725,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1817,0,6.328119,106.0,288312,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,2000000,1.188935,89.0,33700,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1819,120000000,14.072510999999999,142.0,649398328,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1820,0,0.5180779999999999,91.0,314195,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,500000,2.317528,88.0,220151,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1822,0,0.5258689999999999,120.0,62153,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,4000000,5.681582,111.0,2826523,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1824,1500000,8.708789,86.0,173066,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1825,19000000,2.8243669999999996,188.0,4750000,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1826,0,5.7990699999999995,81.0,5765562,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1827,6000000,4.619068,105.0,24078196,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1828,0,0.41819700000000004,133.0,33053559,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1829,50000000,9.645800999999999,120.0,56714147,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1830,0,6.653254,96.0,19776159,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1831,70000000,8.919469,116.0,309457509,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1832,6500000,0.8774770000000001,102.0,9816332,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,1250000,12.74564,129.0,36144000,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1834,0,3.6318629999999996,124.0,1200627,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1835,0,1.298224,96.0,102780,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1836,3000000,8.733191999999999,97.0,7282851,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1837,60000000,7.0946240000000005,101.0,73174566,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1838,30000000,11.552956,109.0,35294470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1839,200000000,13.678120000000002,106.0,586090727,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1840,0,1.655202,156.0,138913,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1841,130000000,12.204174,105.0,117831631,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1842,15000000,9.747452000000001,89.0,6405245,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,0,9.987072,105.0,27900000,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
